🕘️更新时间,#genre#
CCTV-5+,http://115.171.216.45:4000/rtp/225.1.8.20:8004$订阅源
CCTV-5+,http://183.162.105.167:8888/rtp/238.1.78.237:7768$订阅源
CCTV-7,http://117.12.150.62:4022/rtp/225.1.1.138:5002$订阅源
CCTV-7,http://113.106.171.234:8899/rtp/239.20.0.198:2194$订阅源
CCTV-7,http://223.167.245.20:8001/rtp/239.45.3.56:5140$订阅源
CCTV-7,http://183.220.107.138:4022/rtp/239.11.0.110:5140$订阅源
CCTV-7,http://115.58.141.236:4000/rtp/225.1.4.76:1105$订阅源
CCTV-7,http://117.174.25.254:8188/rtp/239.0.0.16:5140$订阅源
CCTV-7,http://223.198.241.206:4000/rtp/239.253.64.54:5140$订阅源
CCTV-7,http://122.189.103.197:8888/rtp/228.0.0.7:6108$订阅源
CCTV-7,http://111.226.232.107:10010/rtp/239.254.200.159:6000$订阅源
CCTV-8,http://117.12.150.62:4022/rtp/225.1.1.196:5002$订阅源
CCTV-8,http://113.106.171.234:8899/rtp/239.20.0.31:3280$订阅源
CCTV-8,http://223.167.245.20:8001/rtp/239.45.1.71:5140$订阅源
CCTV-8,http://183.220.107.138:4022/rtp/239.11.0.103:5140$订阅源
CCTV-8,http://117.174.25.254:8188/rtp/239.0.0.17:5140$订阅源
CCTV-8,http://115.58.141.236:4000/rtp/225.1.4.161:1197$订阅源
CCTV-8,http://223.198.241.206:4000/rtp/239.253.64.247:5140$订阅源
CCTV-8,http://111.226.232.107:10010/rtp/239.254.201.155:7208$订阅源
CCTV-8,http://106.116.242.179:9999/rtp/239.254.201.155:7208$订阅源
CCTV-9,http://223.167.245.20:8001/rtp/239.45.3.4:5140$订阅源
CCTV-9,http://113.106.171.234:8899/rtp/239.20.0.199:2196$订阅源
CCTV-9,http://183.220.107.138:4022/rtp/239.11.0.111:5140$订阅源
CCTV-9,http://117.174.25.254:8188/rtp/239.0.0.18:5140$订阅源
CCTV-9,http://115.58.141.236:4000/rtp/225.1.4.77:1106$订阅源
CCTV-9,http://117.12.150.62:4022/rtp/225.1.1.119:5002$订阅源
CCTV-9,http://223.198.241.206:4000/rtp/239.253.64.76:5140$订阅源
CCTV-9,http://122.189.103.197:8888/rtp/228.0.0.9:6108$订阅源
CCTV-9,http://111.226.232.107:10010/rtp/239.254.200.59:8112$订阅源
CCTV-10,http://223.167.245.20:8001/rtp/239.45.3.8:5140$订阅源
CCTV-10,http://183.220.107.138:4022/rtp/239.11.0.112:5140$订阅源
CCTV-10,http://113.106.171.234:8899/rtp/239.20.0.200:2198$订阅源
CCTV-10,http://117.174.25.254:8188/rtp/239.0.0.19:5140$订阅源
CCTV-10,http://117.12.150.62:4022/rtp/225.1.1.140:5002$订阅源
CCTV-10,http://111.226.232.107:10010/rtp/239.254.200.160:6000$订阅源
CCTV-10,http://115.58.141.236:4000/rtp/225.1.4.78:1107$订阅源
CCTV-10,http://223.198.241.206:4000/rtp/239.253.64.87:5140$订阅源
CCTV-10,http://122.189.103.197:8888/rtp/228.0.0.10:6108$订阅源
CCTV-11,http://117.12.150.62:4022/rtp/225.1.2.192:5002$订阅源
CCTV-11,http://183.220.107.138:4022/rtp/239.11.0.22:5140$订阅源
CCTV-11,http://113.106.171.234:8899/rtp/239.21.0.35:3480$订阅源
CCTV-11,http://115.58.141.236:4000/rtp/225.1.4.215:1268$订阅源
CCTV-11,http://223.198.241.206:4000/rtp/239.253.64.70:5140$订阅源
CCTV-11,http://117.174.25.254:8188/rtp/239.0.0.187:5140$订阅源
CCTV-11,http://111.226.232.107:10010/rtp/239.254.201.123:8120$订阅源
CCTV-11,http://122.189.103.197:8888/rtp/228.0.0.242:6108$订阅源
CCTV-11,http://106.116.242.179:9999/rtp/239.254.201.123:8120$订阅源
CCTV-12,http://223.167.245.20:8001/rtp/239.45.3.10:5140$订阅源
CCTV-12,http://183.220.107.138:4022/rtp/239.11.0.113:5140$订阅源
CCTV-12,http://113.106.171.234:8899/rtp/239.20.0.201:2200$订阅源
CCTV-12,http://117.174.25.254:8188/rtp/239.0.0.20:5140$订阅源
CCTV-12,http://117.12.150.62:4022/rtp/225.1.1.142:5002$订阅源
CCTV-12,http://223.198.241.206:4000/rtp/239.253.64.97:5140$订阅源
CCTV-12,http://115.58.141.236:4000/rtp/225.1.4.79:1108$订阅源
CCTV-12,http://122.189.103.197:8888/rtp/228.0.0.12:6108$订阅源
CCTV-12,http://111.226.232.107:10010/rtp/239.254.200.161:6000$订阅源
CCTV-13,http://117.12.150.62:4022/rtp/225.1.2.193:5002$订阅源
CCTV-13,http://183.220.107.138:4022/rtp/239.11.0.24:5140$订阅源
CCTV-13,http://113.106.171.234:8899/rtp/239.21.0.88:3692$订阅源
CCTV-13,http://117.174.25.254:8188/rtp/239.0.0.190:5140$订阅源
CCTV-13,http://223.198.241.206:4000/rtp/239.253.64.59:5140$订阅源
CCTV-13,http://122.189.103.197:8888/rtp/228.0.0.202:6108$订阅源
CCTV-13,http://111.226.232.107:10010/rtp/239.254.200.9:8264$订阅源
CCTV-13,http://106.116.242.179:9999/rtp/239.254.200.9:8264$订阅源
CCTV-13,http://112.109.206.113:9999/rtp/239.255.40.3:8208$订阅源
CCTV-14,http://117.12.150.62:4022/rtp/225.1.1.144:5002$订阅源
CCTV-14,http://183.220.107.138:4022/rtp/239.11.0.114:5140$订阅源
CCTV-14,http://113.106.171.234:8899/rtp/239.20.0.202:2202$订阅源
CCTV-14,http://223.167.245.20:8001/rtp/239.45.3.23:5140$订阅源
CCTV-14,http://223.198.241.206:4000/rtp/239.253.64.115:5140$订阅源
CCTV-14,http://117.174.25.254:8188/rtp/239.0.0.21:5140$订阅源
CCTV-14,http://122.189.103.197:8888/rtp/228.0.0.14:6108$订阅源
CCTV-14,http://111.226.232.107:10010/rtp/239.254.200.162:6000$订阅源
CCTV-14,http://106.116.242.179:9999/rtp/239.254.200.162:6000$订阅源
CCTV-15,http://117.12.150.62:4022/rtp/225.1.2.194:5002$订阅源
CCTV-15,http://183.220.107.138:4022/rtp/239.11.0.26:5140$订阅源
CCTV-15,http://113.106.171.234:8899/rtp/239.21.0.36:3484$订阅源
CCTV-15,http://117.174.25.254:8188/rtp/239.0.0.188:5140$订阅源
CCTV-15,http://223.198.241.206:4000/rtp/239.253.64.72:5140$订阅源
CCTV-15,http://106.116.242.179:9999/rtp/239.254.201.124:8136$订阅源
CCTV-15,http://111.226.232.107:10010/rtp/239.254.201.124:8136$订阅源
CCTV-15,http://112.109.206.113:9999/rtp/239.255.40.4:8208$订阅源
CCTV-15,http://115.58.141.236:4000/rtp/225.1.4.216:1269$订阅源
CCTV-16,http://223.198.241.206:4000/rtp/239.253.64.126:5140$订阅源
CCTV-16,http://117.12.150.62:4022/rtp/225.1.2.237:5002$订阅源
CCTV-16,http://223.198.241.206:4000/rtp/239.253.64.251:5140$订阅源
CCTV-16,http://122.189.103.197:8888/rtp/228.0.0.249:6108$订阅源
CCTV-16,http://112.109.206.113:9999/rtp/239.255.40.194:8208$订阅源
CCTV-16,http://58.48.104.134:4022/rtp/239.69.1.247:11124$订阅源
CCTV-16,http://111.127.157.178:51234/rtp/239.29.1.146:5000$订阅源
CCTV-17,http://183.220.107.138:4022/rtp/239.11.0.107:5140$订阅源
CCTV-17,http://113.106.171.234:8899/rtp/239.20.0.7:3376$订阅源
CCTV-17,http://117.174.25.254:8188/rtp/239.0.0.152:5140$订阅源
CCTV-17,http://223.167.245.20:8001/rtp/239.45.3.52:5140$订阅源
CCTV-17,http://117.12.150.62:4022/rtp/225.1.2.52:5002$订阅源
CCTV-17,http://115.58.141.236:4000/rtp/225.1.4.226:2506$订阅源
CCTV-17,http://223.198.241.206:4000/rtp/239.253.64.67:5140$订阅源
CCTV-17,http://111.226.232.107:10010/rtp/239.254.201.120:8144$订阅源
CCTV-17,http://122.189.103.197:8888/rtp/228.0.0.161:7161$订阅源
CETV1,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv1&videoTVChannel=cetv1&P2PChannelID=pd://cctv_p2p_hdcetv1&tai=cetv1&VideoName=cetv1&channelID=cetv1$订阅源
CETV1,rtsp://115.153.254.81/PLTV/88888888/224/3221226858/63768493.smil$订阅源
CETV1,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226858/63768493.smil$订阅源
CETV1,rtsp://115.153.212.72/PLTV/88888888/224/3221226858/63768493.smil$订阅源
CETV1,rtsp://115.153.233.154/PLTV/88888888/224/3221226858/63768493.smil$订阅源
CETV2,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv2&videoTVChannel=cetv2&P2PChannelID=pd://cctv_p2p_hdcetv2&tai=cetv2&VideoName=cetv2&channelID=cetv2$订阅源
CETV2,rtsp://115.153.254.81/PLTV/88888888/224/3221226978/85722625.smil$订阅源
CETV2,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226978/85722625.smil$订阅源
CETV2,rtsp://115.153.212.72/PLTV/88888888/224/3221226978/85722625.smil$订阅源
CETV2,rtsp://115.153.233.154/PLTV/88888888/224/3221226978/85722625.smil$订阅源
CETV4,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv4&videoTVChannel=cetv4&P2PChannelID=pd://cctv_p2p_hdcetv4&tai=cetv4&VideoName=cetv4&channelID=cetv4$订阅源
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001$订阅源
CETV4,rtsp://116.176.26.18/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil$订阅源
CETV4,rtsp://180.95.143.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil$订阅源
CETV4,rtsp://115.85.232.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil$订阅源
CETV4,rtsp://60.13.39.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil$订阅源
CETV4,rtsp://60.13.23.179/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil$订阅源
CETV4,rtsp://221.7.61.147/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil$订阅源
CETV4,rtsp://116.176.26.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil$订阅源
CGTN英语,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8$订阅源
CCTV-8K,http://www.douzhicloud.site:35455/nptv/cctv8k.m3u8$订阅源
爱上4K,rtsp://115.153.254.81/PLTV/88888888/224/3221227025/86502164.smil$订阅源

💰数字频道,#genre#
兵器科技,http://113.106.171.234:8899/rtp/239.21.0.80:3660$订阅源
兵器科技,http://121.29.141.15:4022/rtp/239.253.93.47:6435$订阅源
兵器科技,http://58.48.104.134:4022/rtp/239.69.1.79:10114$订阅源
兵器科技,http://59.173.120.39:4022/rtp/239.69.1.79:10114$订阅源
兵器科技,http://27.184.64.48:58888/rtp/239.254.201.225:7249$订阅源
第一剧场,http://113.106.171.234:8899/rtp/239.21.0.78:3652$订阅源
第一剧场,http://121.29.141.15:4022/rtp/239.253.93.138:6428$订阅源
第一剧场,http://59.173.120.39:4022/rtp/239.69.1.74:10084$订阅源
第一剧场,http://58.48.104.134:4022/rtp/239.69.1.74:10084$订阅源
第一剧场,http://27.184.64.48:58888/rtp/239.254.201.218:7258$订阅源
风云剧场,http://113.106.171.234:8899/rtp/239.21.0.76:3644$订阅源
风云剧场,http://121.29.141.15:4022/rtp/239.253.93.251:6429$订阅源
风云剧场,http://27.184.64.48:58888/rtp/239.254.201.219:7257$订阅源
风云音乐,http://113.106.171.234:8899/rtp/239.21.0.79:3656$订阅源
风云音乐,http://121.29.141.15:4022/rtp/239.253.93.253:6431$订阅源
风云音乐,http://27.184.64.48:58888/rtp/239.254.201.221:7259$订阅源
怀旧剧场,http://113.106.171.234:8899/rtp/239.21.0.75:3640$订阅源
怀旧剧场,http://121.29.141.15:4022/rtp/239.253.93.252:6430$订阅源
怀旧剧场,http://27.184.64.48:58888/rtp/239.254.201.220:7256上海$订阅源
世界地理,http://113.106.171.234:8899/rtp/239.21.0.74:3636$订阅源
世界地理,http://121.29.141.15:4022/rtp/239.253.92.131:6113$订阅源
世界地理,http://58.48.104.134:4022/rtp/239.69.1.91:10186$订阅源
世界地理,http://59.173.120.39:4022/rtp/239.69.1.91:10186$订阅源
世界地理,http://27.184.64.48:58888/rtp/239.254.201.226:7254$订阅源
文化精品,http://113.106.171.234:8899/rtp/239.21.0.77:3648$订阅源
文化精品,http://121.29.141.15:4022/rtp/239.253.93.175:6439$订阅源
文化精品,http://27.184.64.48:58888/rtp/239.254.201.229:7260$订阅源
金鹰纪实,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=jyjs&zy.m3u8$订阅源
金鹰纪实,http://223.167.245.20:8001/rtp/239.45.1.45:5140$订阅源
金鹰纪实,http://117.12.150.62:4022/rtp/225.1.1.124:5002$订阅源
金鹰纪实,http://223.198.241.206:4000/rtp/239.253.64.168:5140$订阅源
金鹰纪实,http://122.189.103.197:8888/rtp/228.0.0.145:7145$订阅源
金鹰纪实,http://111.226.232.107:10010/rtp/239.254.200.189:6293$订阅源
金鹰纪实,http://106.116.242.179:9999/rtp/239.254.200.189:6293$订阅源
金鹰纪实,http://115.58.141.236:4000/rtp/225.1.4.172:1711$订阅源
金鹰纪实,http://115.171.216.45:4000/rtp/225.1.8.31:8156$订阅源
求索纪录,http://183.220.107.138:4022/rtp/239.10.0.221:5140$订阅源
IPTV谍战剧场,rtsp://115.153.254.81/PLTV/88888888/224/3221227016/86441085.smil$订阅源
IPTV相声小品,rtsp://115.153.254.81/PLTV/88888888/224/3221226989/86441091.smil$订阅源
IPTV野外,rtsp://115.153.254.81/PLTV/88888888/224/3221226991/86441042.smil$订阅源
IPTV法治,rtsp://115.153.254.81/PLTV/88888888/224/3221226993/86440997.smil$订阅源
游戏风云,http://117.12.150.62:4022/rtp/225.1.1.135:5002$订阅源
游戏风云,http://223.167.245.20:8001/rtp/239.45.3.131:5140$订阅源
游戏风云,http://111.226.232.107:10010/rtp/239.254.201.163:6354$订阅源
游戏风云,http://106.116.242.179:9999/rtp/239.254.201.163:6354$订阅源
游戏风云,http://27.184.64.48:58888/rtp/239.254.201.163:6354$订阅源

📡卫视频道,#genre#
北京卫视,http://223.167.245.20:8001/rtp/239.45.3.229:5140$订阅源
北京卫视,http://117.12.150.62:4022/rtp/225.1.1.113:5002$订阅源
北京卫视,http://183.220.107.138:4022/rtp/239.11.0.121:5140$订阅源
北京卫视,http://117.174.25.254:8188/rtp/239.0.0.52:5140$订阅源
北京卫视,http://115.58.141.236:4000/rtp/225.1.4.81:1110$订阅源
北京卫视,http://223.198.241.206:4000/rtp/239.253.64.204:5140$订阅源
北京卫视,http://111.226.232.107:10010/rtp/239.254.200.47:8024$订阅源
北京卫视,http://106.116.242.179:9999/rtp/239.254.200.47:8024$订阅源
北京卫视,http://183.162.105.167:8888/rtp/238.1.78.162:7168$订阅源
湖南卫视,http://113.106.171.234:8899/rtp/239.20.0.95:3020$订阅源
湖南卫视,http://223.167.245.20:8001/rtp/239.45.3.228:5140$订阅源
湖南卫视,http://183.220.107.138:4022/rtp/239.11.0.119:5140$订阅源
湖南卫视,http://113.106.171.234:8899/rtp/239.20.0.105:2008$订阅源
湖南卫视,http://115.58.141.236:4000/rtp/225.1.4.82:1111$订阅源
湖南卫视,http://117.174.25.254:8188/rtp/239.0.0.68:5140$订阅源
湖南卫视,http://117.12.150.62:4022/rtp/225.1.1.114:5002$订阅源
湖南卫视,http://111.226.232.107:10010/rtp/239.254.200.48:8012$订阅源
湖南卫视,http://223.198.241.206:4000/rtp/239.253.64.114:5140$订阅源
东方卫视,http://183.220.107.138:4022/rtp/239.11.0.68:5140$订阅源
东方卫视,http://113.106.171.234:8899/rtp/239.20.0.173:2144$订阅源
东方卫视,http://117.174.25.254:8188/rtp/239.0.0.58:5140$订阅源
东方卫视,http://115.58.141.236:4000/rtp/225.1.4.85:1114$订阅源
东方卫视,http://117.12.150.62:4022/rtp/225.1.2.31:5002$订阅源
东方卫视,http://111.226.232.107:10010/rtp/239.254.200.52:8032$订阅源
东方卫视,http://223.167.245.20:8001/rtp/239.45.3.146:5140$订阅源
东方卫视,http://106.116.242.179:9999/rtp/239.254.200.52:8032$订阅源
东方卫视,http://223.198.241.206:4000/rtp/239.253.64.201:5140$订阅源
四川卫视,http://113.106.171.234:8899/rtp/239.20.0.82:3072$订阅源
四川卫视,http://183.220.107.138:4022/rtp/239.11.0.78:5140$订阅源
四川卫视,http://113.106.171.234:8899/rtp/239.20.0.194:2186$订阅源
四川卫视,http://223.167.245.20:8001/rtp/239.45.1.83:5140$订阅源
四川卫视,http://180.136.233.111:10099/udp/239.81.0.130:4056$订阅源
四川卫视,http://117.174.25.254:8188/rtp/239.0.0.1:5140$订阅源
四川卫视,http://117.12.150.62:4022/rtp/225.1.1.123:5002$订阅源
四川卫视,http://122.189.103.197:8888/rtp/228.0.0.231:6108$订阅源
四川卫视,http://115.58.141.236:4000/rtp/225.1.4.151:1306$订阅源
天津卫视,http://113.106.171.234:8899/rtp/239.20.0.89:3044$订阅源
天津卫视,http://117.12.150.62:4022/rtp/225.1.1.111:5002$订阅源
天津卫视,http://113.106.171.234:8899/rtp/239.20.0.171:2140$订阅源
天津卫视,http://117.174.25.254:8188/rtp/239.0.0.54:5140$订阅源
天津卫视,http://223.167.245.20:8001/rtp/239.45.1.124:5140$订阅源
天津卫视,http://223.198.241.206:4000/rtp/239.253.64.198:5140$订阅源
天津卫视,http://111.226.232.107:10010/rtp/239.254.200.54:1234$订阅源
天津卫视,http://122.189.103.197:8888/rtp/228.0.0.120:6108$订阅源
天津卫视,http://106.116.242.179:9999/rtp/239.254.200.54:1234$订阅源
安徽卫视,http://117.12.150.62:4022/rtp/225.1.1.127:5002$订阅源
安徽卫视,http://183.220.107.138:4022/rtp/239.11.0.117:5140$订阅源
安徽卫视,http://223.167.245.20:8001/rtp/239.45.1.120:5140$订阅源
安徽卫视,http://113.106.171.234:8899/rtp/239.20.0.193:2184$订阅源
安徽卫视,http://117.174.25.254:8188/rtp/239.0.0.65:5140$订阅源
安徽卫视,http://115.58.141.236:4000/rtp/225.1.4.87:1116$订阅源
安徽卫视,http://223.198.241.206:4000/rtp/239.253.64.129:5140$订阅源
安徽卫视,http://111.226.232.107:10010/rtp/239.254.200.163:6000$订阅源
安徽卫视,http://106.116.242.179:9999/rtp/239.254.200.163:6000$订阅源
山东卫视,http://113.106.171.234:8899/rtp/239.20.0.88:3048$订阅源
山东卫视,http://113.106.171.234:8899/rtp/239.20.0.172:2142$订阅源
山东卫视,http://183.220.107.138:4022/rtp/239.11.0.73:5140$订阅源
山东卫视,http://115.58.141.236:4000/rtp/225.1.4.88:1117$订阅源
山东卫视,http://117.174.25.254:8188/rtp/239.0.0.66:5140$订阅源
山东卫视,http://223.198.241.206:4000/rtp/239.253.64.208:5140$订阅源
山东卫视,http://223.167.245.20:8001/rtp/239.45.3.238:5140$订阅源
山东卫视,http://111.226.232.107:10010/rtp/239.254.200.55:8052$订阅源
山东卫视,http://106.116.242.179:9999/rtp/239.254.200.55:8052$订阅源
深圳卫视,http://113.106.171.234:8899/rtp/239.20.0.92:3032$订阅源
深圳卫视,http://223.167.245.20:8001/rtp/239.45.3.231:5140$订阅源
深圳卫视,http://117.12.150.62:4022/rtp/225.1.1.117:5002$订阅源
深圳卫视,http://183.220.107.138:4022/rtp/239.11.0.71:5140$订阅源
深圳卫视,http://113.106.171.234:8899/rtp/239.20.0.122:2042$订阅源
深圳卫视,http://117.174.25.254:8188/rtp/239.0.0.71:5140$订阅源
深圳卫视,http://115.58.141.236:4000/rtp/225.1.4.90:1119$订阅源
深圳卫视,http://223.198.241.206:4000/rtp/239.253.64.203:5140$订阅源
深圳卫视,http://122.189.103.197:8888/rtp/228.0.0.67:6108$订阅源
广东卫视,http://113.106.171.234:8899/rtp/239.20.0.99:3004$订阅源
广东卫视,http://183.220.107.138:4022/rtp/239.11.0.115:5140$订阅源
广东卫视,http://117.12.150.62:4022/rtp/225.1.1.116:5002$订阅源
广东卫视,http://113.106.171.234:8899/rtp/239.20.0.101:2000$订阅源
广东卫视,http://117.174.25.254:8188/rtp/239.0.0.70:5140$订阅源
广东卫视,http://115.58.141.236:4000/rtp/225.1.4.166:1207$订阅源
广东卫视,http://223.167.245.20:8001/rtp/239.45.3.230:5140$订阅源
广东卫视,http://223.198.241.206:4000/rtp/239.253.64.200:5140$订阅源
广东卫视,http://111.226.232.107:10010/rtp/239.254.200.56:8048$订阅源
广西卫视,http://113.106.171.234:8899/rtp/239.20.0.15:3344$订阅源
广西卫视,http://183.220.107.138:4022/rtp/239.11.0.48:5140$订阅源
广西卫视,http://117.174.25.254:8188/rtp/239.0.0.185:5140$订阅源
广西卫视,http://223.167.245.20:8001/rtp/239.45.0.5:5140$订阅源
广西卫视,http://117.12.150.62:4022/rtp/225.1.2.81:5002$订阅源
广西卫视,http://115.58.141.236:4000/rtp/225.1.4.31:1060$订阅源
广西卫视,http://111.226.232.107:10010/rtp/239.254.200.80:8300$订阅源
广西卫视,http://106.116.242.179:9999/rtp/239.254.200.80:8300$订阅源
广西卫视,http://223.198.241.206:4000/rtp/239.253.64.45:5140$订阅源
江苏卫视,http://113.106.171.234:8899/rtp/239.20.0.93:3028$订阅源
江苏卫视,http://183.220.107.138:4022/rtp/239.11.0.76:5140$订阅源
江苏卫视,http://113.106.171.234:8899/rtp/239.20.0.170:2138$订阅源
江苏卫视,http://117.174.25.254:8188/rtp/239.0.0.60:5140$订阅源
江苏卫视,http://115.58.141.236:4000/rtp/225.1.4.83:1112$订阅源
江苏卫视,http://223.198.241.206:4000/rtp/239.253.64.202:5140$订阅源
江苏卫视,http://111.226.232.107:10010/rtp/239.254.200.51:8028$订阅源
江苏卫视,http://122.189.103.197:8888/rtp/228.0.0.64:6108$订阅源
江苏卫视,http://117.12.150.62:4022/rtp/225.1.1.126:5002$订阅源
江西卫视,http://113.106.171.234:8899/rtp/239.20.0.55:3180$订阅源
江西卫视,http://183.220.107.138:4022/rtp/239.11.0.42:5140$订阅源
江西卫视,http://117.174.25.254:8188/rtp/239.0.0.63:5140$订阅源
江西卫视,http://117.12.150.62:4022/rtp/225.1.2.29:5002$订阅源
江西卫视,http://223.198.241.206:4000/rtp/239.253.64.56:5140$订阅源
江西卫视,http://106.116.242.179:9999/rtp/239.254.201.12:6290$订阅源
江西卫视,http://115.58.141.236:4000/rtp/225.1.4.139:1305$订阅源
江西卫视,http://112.109.206.113:9999/rtp/239.255.40.18:8208$订阅源
江西卫视,http://www.520345.xyz:8188/rtp/239.69.1.126:10394$订阅源
河北卫视,http://113.106.171.234:8899/rtp/239.20.0.56:3176$订阅源
河北卫视,http://183.220.107.138:4022/rtp/239.11.0.31:5140$订阅源
河北卫视,http://117.174.25.254:8188/rtp/239.0.0.55:5140$订阅源
河北卫视,http://115.58.141.236:4000/rtp/225.1.4.123:1304$订阅源
河北卫视,http://111.226.232.107:10010/rtp/239.254.200.174:6000$订阅源
河北卫视,http://106.116.242.179:9999/rtp/239.254.200.174:6000$订阅源
河北卫视,http://223.198.241.206:4000/rtp/239.253.64.210:5140$订阅源
河北卫视,http://223.167.245.20:8001/rtp/239.45.1.44:5140$订阅源
河北卫视,http://112.109.206.113:9999/rtp/239.255.40.20:8208$订阅源
河南卫视,http://183.220.107.138:4022/rtp/239.11.0.44:5140$订阅源
河南卫视,http://115.58.141.236:4000/rtp/225.1.4.98:1127$订阅源
